text,labels
Godfrey Bloom video makes false claims about vaccines – Full Fact,0
Flu shot will not make you test positive for COVID-19,0
No evidence of Coronavirus in chicken is found. It's a fake message.,0
Fact check: No evidence vaccinated pilots are dying during flights,0
There is no graphene oxide in the Covid-19 vaccines – Full Fact,0
Misleading: Gov. Hogan and South Korean COVID-19 Tests | Misbar,0
No clear evidence that COVID-19 vaccines have caused any deaths in the US,0
Fact Check: Fenugreek seed tape isn’t COVID-19 cure; health experts refute viral claim,0
International health experts refute claim that coronavirus death rate is lower than that of the flu,0
COVID-19 Can Spread Through Infected People And Contaminated Surfaces | BOOM,0
Did 85 Babies Under Age 1 Test Positive for COVID-19 in Single Texas County?,0
South African newspaper clarifies it used photo of British woman receiving Covid-19 vaccine in satirical article,0
"No, Having Raw Onions And Salt Cannot Cure Coronavirus",0
Does Photo Show iPads Used for Virtual End-of-Life Visits for COVID?,0
"Fact Check: No, Facebook is not using your pictures and posts in lawsuits against it amid COVID-19 pandemic - Vishvas News",0
Posts mislead on Pfizer’s new COVID-19 vaccine formula,0
"Facebook post about Italy, coronavirus and 5G is almost all false – Full Fact",0
"VERA FILES FACT CHECK: Anti-vax doctor, ex-education Usec peddle falsehoods about COVID-19 jabs",0
"No, Dr Fauci Hasn’t Been ‘Fired’ Amid Probe Into COVID-19 Origins",0
"No, World Economic Forum Did Not Schedule Release Of Omicron Variant",0
Fact Check: Nobel laureate Luc Montagnier didn’t say Covid vaccine recipients will die in two years,0
"No evidence to support these 'statistics' about effectiveness of face masks, expert says",0
This CT Scan report does not represent the lungs of a COVID-19 vaccinated person,0
COVID-19 vaccines are not called ‘Luciferase’,0
Old video recirculates online in misleading posts about Philippine economy during Covid-19 pandemic,0
Post falsely claims Johnson & Johnson didn't update public after vaccine trial volunteer fell ill,0
University of Queensland COVID-19 vaccine claims fail truth test,0
"HOAX: Melcom is not giving out GH₵ 2,000 gift cards to every Ghanaian in response to COVID-19",0
"No scientific evidence that neem leaves can 'cure’ COVID-19 and its symptoms, doctors say",0
Fake WHO document shared in anti-mask posts,0
"Fact Check | No, India Did Not Administer the Highest Number of Vaccines in a Single Day in the World",0
A Bangladesh study doesn’t show that depression follows Covid-19 – Full Fact,0
Unrelated old videos shared as visuals of Indians destroying idols due to their anger over COVID-19,0
Scientists warn against over-the-counter coronavirus ‘cures’,0
Did Seattle Woman Die from Rare Blood Clotting Condition After COVID Vax?,0
Quick Fact Check: Fake Post About Indian Student Finding COVID-19 Cure And Its Acceptance By WHO Resurfaces - Vishvas News,0
"No, the UN Didn’t Blame COVID-19 on the Patriarchy | Misbar",0
"COVIDsafe app location detection post is a hoax message, says Department of Health",0
This fabricated headline was added to a screenshot of a CNN interview,0
Misleading claim circulates online that video shows Thailand’s exiled former PM giving speech on economic impact of coronavirus pandemic,0
"Are 20 million black South Africans unemployed, compared to 1.6 million in 1994? Viral graphic gets it wrong",0
Fact-checking a TikTok about the risk of dying from COVID,0
"Kin of employees, who die of COVID-19, eligible for reimbursement under EDLI",0
The UK Isn't Banning Casual Romantic Relationships | Misbar,0
This clip shows the Jakarta governor speaking as part of a global online summit about the coronavirus pandemic response,0
Fake Message Of COVID-19 Cure Found By Pondicherry Student Revived | BOOM,0
Message Claiming Coronavirus Can Last Up To 8 Hours In Air Is Misleading | BOOM,0
2019 Photo From Prayagraj Shared As Kumbh 2021 Amid COVID-19 Surge,0
"Posts Distort Facts on Coronavirus Air Transmission, Masks",0
Results of Covid-19 vaccine trials have been published and peer-reviewed – Full Fact,0
"VERA FILES FACT CHECK: FB posts float CONSPIRACY theory on 5G, RFID link to COVID-19",0
CDC Employees Aren't Refusing Vaccine | Misbar,0
Roque wrongly claims lower PH COVID rankings,0
This image shows Liverpool fans celebrating their team’s UEFA Champions League win in 2005,0
Do 90 Percent of COVID-19 Patients Treated With Hydroxychloroquine Recover Successfully?,0
Madhya Pradesh’s largest COVID-19 care centre was not built by RSS,0
People who do not show COVID-19 symptoms can and do transmit it to others; physical distancing and face masks effectively reduce the risk of transmission,0
Back-to-school claim misuses 2017 Chinese seniors photo,0
Fact Check: COVID-19 Vaccines Are NOT Full Of Exclusive Nanotechnology To Create 'Slave Species',0
Did 'Yardi Gras' Replace Mardi Gras Parades in New Orleans?,0
The Nuremberg Code doesn’t apply to COVID-19 vaccinations,0
Needle not capped when Pence received Covid-19 vaccine,0
Hoax circulates that the WHO has approved Indian student's ginger juice 'COVID-19 remedy',0
Article misleads on Merck’s decision to drop Covid-19 vaccines,0
Fact Check: Did Singapore government conduct autopsy on bodies of COVID victims?,0
"Old, unrelated photo shared as family commits suicide in Surat due to hunger during lockdown",0
Is West Virginia Giving Away Free Guns to Those Who Get Vaccinated?,0
"Pathologist falsely claims COVID-19 is a hoax, no worse than the flu",0
VERA FILES FACT CHECK: Viral photo of newly-developed COVID-19 ‘vaccine’ NOT TRUE; it’s a testing kit,0
Joe Rogan Misinterprets Study To Claim Vaccinated People Create Variants | BOOM,0
"Facebook posts make misleading claim that 220,000 coronavirus fatalities in US were caused by other medical conditions",0
Viral video spreads misinformation about ethylene oxide and Ivermectin – Full Fact,0
VERA FILES FACT CHECK: Claim on COVID-19 vaccines hiding graphene oxide NOT TRUE,0
What the 'Choosing Your COVID-19 Vaccine' Meme Gets Wrong,0
Fact Check: This decoction cannot cure COVID-19 in 24 hours; however it can help in boosting immunity - Vishvas News,0
Fact Check: Countries With High Rates Of Childhood Vaccinations Are NOT Hardest Hit With Coronavirus,0
COVID-19 test kits were not purchased in 2017 and 2018; claim is based on mislabeled data,0
The Facts on Coronavirus Testing,0
Posts target parents with misleading COVID-19 hospital visit rules,0
Fact Check: Does Biden's COVID-19 Relief Plan Penalize Single Parents?,0
Not all the countries severely affected by COVID-19 are on the 40-degree North latitude,0
COVID-19 vaccines offer benefits even to those previously infected,0
Fact Check: Singapore has not changed Covid treatment protocols challenging WHO findings,0
Vaccine Ingredient SM-102 Is Safe,0
Coronil lacks scientific basis as a cure for COVID-19 based on evidence shared by Patanjali,0
Fact Check: The World Bank Did NOT Document Existence Of COVID-19 Test Kits Since 2017,0
Claims that Covid vaccine spike proteins are harmful are unevidenced – Full Fact,0
Sri Lankan health authorities said COVID-19 survivor sought shelter at a relative's home after consulting with them,0
The message claiming three positive Coronavirus cases in Kothapet (Hyderabad) is fake,0
Australia's Department of Health did not issue a warning that 'using petrol pumps can spread COVID-19',0
School-Turned-COVID Ward in Delhi Passed off as ‘Beds in Lucknow’,0
Coronavirus: Face mask exemption cards and other US claims fact-checked,0
Fact Check: Coronavirus Test DOES Require Swab To Be Inserted Clear Through Nasal Passage,0
"Video misrepresents Biden statements, policies on guns",0
Plane Full of Coronavirus Patients Fact Check: Video of Rescue Drill Shared as Passengers Infected with COVID-19,0
Did Ice Cream Test Positive for COVID-19?,0
Manila Times post on ‘medical’ strike INACCURATE,0
Is This 'Barack + Hussein + Obama = COVID-19' Protest Sign Real?,0
This video actually shows a scene from a Mexican television drama,0
"No, empty hospital beds do not indicate COVID-19 is a hoax",0
Ticketmaster won’t demand proof of a Covid-19 vaccine for concert entry – Full Fact,0
FACT-CHECK: COVID-19 vaccines were not developed to kill Africans,0
"Fake Graphic Claims 10,000 Deaths Caused By COVID-19 Vaccines in Europe | BOOM",0
No evidence of Coronavirus in Mutton was found. There is no harm in consuming thoroughly cooked meat,0
Social media posts mislead on filtration efficiency labels of face masks,0
FactCheck: Can a common cold cause a positive Covid-19 test?,0
FactCheck: Has the drug ivermectin been proven to be effective against Covid-19?,0
Russia has not unleashed 500 lions to stop people going outdoors – Full Fact,0
No evidence Pfizer Covid-19 vaccine affects women’s fertility – Full Fact,0
Fact Check: Video claims that COVID 19 is a bacteria and can be treated by antibiotics are FALSE,0
Vaccines Provide Protection Against Delta Variant | Misbar,0
Infection-induced immunity versus vaccine-induced immunity: Weighing the benefits and risks,0
Pfizer CEO Has Not Taken COVID Vaccine | Misbar,0
Russian News Site Distorts U.S. Coronavirus Poll,0
Pace of U.S. Vaccinations vs. the World,0
Video of mentally unstable woman viral with false claim of attempting to spread coronavirus,0
VERA FILES FACT CHECK: Party-list group’s FB post on ivermectin use for COVID-19 needs context,0
"No, Internet Sensation Anahita Hashemzadeh Is Not Suffering From COVID-19",0
"'Positive' and 'negative' control swabs in Covid-19 test kits only used for quality control, experts say",0
Does Johns Hopkins University's Coronavirus Map Contain Malware?,0
This text message is not an official government communication – Full Fact,0
Video of Sufi ritual falsely viral as mass sneezing in Nizamuddin mosque to spread coronavirus infection,0
Online posts mislead on Covid-19 vaccinations in Europe,0
Fact check: British boy's death not tied to COVID-19 vaccine,0
"Covid vaccine booking only to be made through Cowin portal, Arogya Setu",0
"Fact Check: No, this Thane lab is not sealed over false-positive COVID19 testing - Vishvas News",0
The Covid-19 vaccines have not only been tested on healthy people as claimed – Full Fact,0
Fact Check: Can this anti-tuberculosis vaccine prevent coronavirus?,0
"Air India crash: Malappuram Collector terms news of 40 passengers testing COVID positive ""fake news""",0
Some fast-food chains turn away truckers at drive-thru windows. One has offered a solution,0
Photo doesn’t show Covid protest in Paris – Full Fact,0
Fact Check: Video of COVID-19 victims piled up not from Gandhi Hospital,0
Fact Check: Claim about Ram Mandir trust chief testing positive for COVID-19 is TRUE,0
"No, COVID-19 vaccines do not ‘shed’",0
Did Trump Criticize Biden for Saying He'll 'Listen to the Scientists'?,0
Fact check: False claim that Australia is freezing bank accounts of unvaccinated,0
Covid-19 victims cannot be cremated against their wishes – Full Fact,0
Fact Check: COVID-19 Death Rate In NYC Is NOT 200 Times Higher Than World's 10 Largest Cities,0
VERA FILES FACT CHECK: Post claiming protests caused spike in COVID-19 cases BASELESS,0
"Fact Check: There Is NO Proof 2,000 People Died From The COVID-19 Vaccine And People Over 60 Do NOT Need To Have Someone With Them For 20 Days After The Shot For Health Precautions",0
Posts mislead on Israel vaccine data,0
Fact check: Playboi Carti did not predict COVID-19 in 2018 song,0
Was This Anti-Semitic Sign Seen at a COVID-19 Lockdown Protest?,0
Misleading claim spreads online that New Zealand has authorised troops to enter homes to enforce COVID-19 quarantine,0
Biden Adviser Didn't Propose Requiring COVID-19 Vaccine for Food Stamps,0
Scientists warn against 'bogus' COVID-19 removal cards,0
The Covid-19 vaccines have not only been tested on healthy people as claimed – Full Fact,0
Video from 2015 shared as woman commits suicide in US due to coronavirus infection,0
Germany Did Not Halt COVID-19 Vaccines nor Claim They Are Unsafe | Misbar,0
Robert Malone's statements on The Dana Show about vaccine safety and virus variants are inaccurate and unsupported,0
Viral Video of Amitabh Bachchan Thanking Nanavati Medics is Old,0
This video has been falsely subtitled to claim North Korea executed a Covid-19 patient,0
Doctor who vaccinated Pelosi didn’t leave cap on syringe,0
Radical Pakistan party leader misleadingly claims praying at Muslim shrine can cure Covid-19,0
Fact-checking Donald Trump’s ABC News town hall,0
Fact Check: The old textbook doesn't mention COVID-19 cure; misleading post going viral - Vishvas News,0
Girl receiving COVID-19 vaccine shot in viral video is NOT Putin's daughter,0
Post Offers Misleading Advice on Mandatory Vaccines and Unemployment Benefits,0
‘Russophobic’: Kremlin Denies Evidence of Russian COVID-19 Disinformation Campaign,0
"No, Bill Gates Did Not Call For Withdrawal Of COVID-19 Vaccines | BOOM",0
COVID-19 vaccines do not wipe out antibodies,0
Does Drinking 'Kashayam' Cure COVID-19? A Factcheck | BOOM,0
Fact check: COVID-19 vaccine won't jeopardize life insurance coverage,0
Funeral procession from Uttar Pradesh is passed off as Muslims celebrating Iftar in Hyderabad,0
Irish agency says poster listing ‘death’ as COVID vaccine side effect is fake,0
Paul Misleads on Natural Infection and COVID-19 Vaccines,0
"VERA FILES FACT CHECK: This girl was a 2014 victim of domestic abuse, NOT COVID-19",0
The benefits of getting the COVID-19 vaccine outweigh its risks; there is no increased mortality rate among vaccinated people relative to unvaccinated people,0
Ohio doctor didn’t die from COVID-19 vaccine,0
Baseless claims about COVID-19 vaccine paralysis and Celine Dion spread online,0
VERA FILES FACT CHECK: COVID-19 vaccines are NOT dangerous,0
"No, Don't Use Ivermectin-Soaked Tampons as COVID-19 Prevention",0
COVID-19: Old Video from Azerbaijan Shared as Lockdown in Spain,0
Sweden’s COVID-19 mortality is higher than in most European countries; no evidence whether or how the absence of lockdown impacted this outcome,0
Did COVID-19 Originate in Market 400 Meters From CCP Lab Studying Coronaviruses?,0
Trump wrongly blames Obama for limits on coronavirus testing,0
"Chloroquine is not banned in Michigan, New York and Nevada",0
Study On COVID-19 Vaccines Misleadingly Linked To Miscarriages | BOOM,0
Coronavirus: Ghana’s President announces two-week partial lockdown,0
Fact check: Trump could have been exposed to COVID-19 before debate,0
"VERA FILES FACT CHECK: After long absence from public view, Duterte makes three inaccurate claims in April 12 talk",0
Fact Check: Has China lifted ban on Quran following Coronavirus outbreak?,0
"New 'Plandemic' Video Peddles Misinformation, Conspiracies",0
COVID-19 tests are not ‘scientifically meaningless’,0
FACT CHECK: Does The Pfizer COVID-19 Vaccine Contain Graphene Oxide?,0
Fact Check: Bill Gates Did NOT Write Open Letter Saying COVID-19 Reminds 'We Are All Equal',0
"No, hospitalised COVID-19 patients in NSW aren’t all vaccinated",0
The message that a worker of Prince hotel in Hyderabad has tested positive for Coronavirus is fake,0
Is the government 'sneakily' trying to change encryption rules?,0
"Man Killed Himself In Italy After Losing Family To Coronavirus Fact Check; This old video is being circulated on Twitter, Facebook, and WhatsApp.",0
"Covid-19 is an infectious disease, and a video claiming it isn’t is wrong – Full Fact",0
Does Video Show Chinese Children Wearing Hazmat Suits?,0
Did 'Head of Pfizer Research' Say COVID-19 Vaccine 'Is Female Sterilization'?,0
Nine people have died from the coronavirus in the U.S.,0
This video shows victims of a gas leak at an Indian chemical plant in 2020,0
Influencer video full of untrue vaccine claims – Full Fact,0
Antibiotic ointment not effective against COVID-19,0
Testing by Canadian doctor does not prove Covid-19 shots cause clots,0
Will Lemons and Hot Water Cure or Prevent COVID-19?,0
Fact Check: Old Images of Alleged Kidney Stealing In Muzaffarnagar Viral With COVID-19 Spin - Vishvas News,0
MISSING CONTEXT: 10 dead in Germany after receiving Pfizer vaccine,0
‘Poison’ post delivers dose of misleading info on vaccine safety,0
"No, Pfizer-BioNTech COVID-19 Vaccine Does Not Contain Nanotechnology | BOOM",0
"No, COVID Vaccine Doesn’t Contain Chips to Control & Track People",0
This image has circulated in reports about China testing a potential COVID-19 vaccine that has not been approved by health authorities,0
Protest video spreads false claims in South Africa about Covid-19 and vaccines,0
Ketchup did not ‘test positive’ for Covid-19 – Full Fact,0
Aardvark logo on COVID testing trucks mistaken for an Egyptian god of death,0
Misleading claim circulates that Thailand tops global index for COVID-19 reponse and has lowest number of coronavirus cases,0
Video Of Man Holding A Circuit Board With COV-19 Inscribed Is Not For A 5G Mast,0
COVID-19 variants tested through genome sequencing,0
Fact Check: Luc Montagnier Did Not Say COVID Vaccine Recipients To Die In 2 Years | BOOM,0
What you need to know about the claims 23 people died after getting the Covid-19 vaccine in Norway – Full Fact,0
Fact Check: Video of Muslims offering namaaz goes viral with wrong claim,0
Indian health authority refutes hoax report of coronavirus case in Uttar Pradesh district,0
Schools in Ohio suburb aren’t vaccinating kids without parental consent,0
VERA FILES FACT CHECK: Salty and sour foods DO NOT cause SARS-CoV-2 to ‘explode and dissolve’,0
Facebook posts promote false conspiracy that coronavirus testing patent was submitted in 2015,0
Did An American CEO Draw This Map To Praise Indian Govt.'s COVID-19 Response? | BOOM,0
British Airways hasn’t told their pilots they don’t need Covid-19 vaccine – Full Fact,0
"Fact-Check | No, Indian Hindus Are Not Throwing Idols of Gods on Streets Due To Anger; Both Clips Are Old.",0
False claims about COVID tests and famous New Zealand visitors,0
'Quarantine Detector Dog' Assaulted During Coronavirus Pandemic? | BOOM,0
List of unsubstantiated COVID-19 treatments circulates online,0
Video From Lahore Passed Off as COVID-19 Norms Flouted in Delhi,0
Johnson & Johnson Creates New Vaccine | Misbar,0
Posts mislead on 'first vaccine-related death in India',0
Tromethamine in the Pfizer-BioNTech COVID-19 vaccine for children acts to improve the stability of the vaccine; it isn’t in the vaccine as a heart medication,0
VERA FILES FACT CHECK: Conspiracy theories on COVID-19 vaccines having microchips revived,0
FACT-CHECK: No evidence mRNA COVID-19 vaccines reduce life expectancy or cause infertility,0
COVID-19 Swab Tests Do Not Damage The Blood-brain Barrier | BOOM,0
FACT CHECK: Viral Image Claims To Show Train Car With COVID-19 Marking,0
Fact Check: Bogus info about govt spraying chemicals to kill coronavirus goes viral,0
Video Of A Child Being Separated From Her Father Is Unrelated To Coronavirus | Misbar,0
Hoax circulates about 'Latin translation' of COVID-19,0
This photo has circulated in reports about a couple at an airport in Barcelona in March 2020,0
Ivermectin has not been approved as a Covid-19 treatment in South Africa,0
Fact Check: The post claiming tonic water and zinc will kill COVID-19 is misleading - Vishvas News,0
Fact Check: Dermatopathologist Ryan Cole Does NOT Back With Data His Claim That Pfizer Vaccine Weakens Patients' Immune Systems,0
Misleading social media posts circulate claiming a Covid-19 vaccination centre in Jakarta is open to all,0
Video shows huge Madrid protest – but it’s not over COVID-19,0
Fact check: Jamaica has recorded over 38K COVID-19 cases,0
Fact Check: President Donald Trump Claims Coronavirus Only Affects Elderly With Comorbidities,0
"No, the BBC didn’t interview a ‘crisis actor’ in a news report",0
Did Fauci Say Wearing Two Masks Is Better Than One?,0
WebQoof Recap: Trolls Target Safoora; Experts on AC During COVID,0
VERA FILES FACT CHECK: These posts DON’T show Indians throwing away Hindu idols amid COVID-19 pandemic,0
MISSING CONTEXT: 2.7% of Pfizer vaccine recipients are unable to work,0
FACT CHECK: Did Glenn Youngkin Call COVID-19 Relief ‘Unnecessary’ In A May 12 Interview?,0
Administering COVID Vaccine Does Not Make You A War Criminal | Misbar,0
Doctored news graphic falsely claims Filipino official advised giving China's Sinovac vaccine to poor people,0
Fact Check: Did VK Singh tweet seeking hospital bed for his own ‘Covid-positive’ brother?,0
"Flawed Paper on COVID-19 Vaccines, Deaths Spreads Widely Before Retraction",0
"Herman Cain Died of COVID-19, Not Cancer",0
Was 'Curb Your Enthusiasm' Filming Season 11 During COVID-19 Pandemic?,0
"This video shows a Brazil carnival in 2018, not a party in Italy",0
"Chiropractor Again Peddles False, Misleading COVID-19 Claims",0
Immunologist’s misinterpretation of data fuels misleading Covid-19 vaccine claims,0
There’s no sign the COVID vaccines’ spike protein is toxic,0
"No, these magnet videos don’t prove the COVID-19 vaccines contain microchips",0
Posts misrepresent CDC study examining mask use,0
A report that a teen died after a COVID shot isn’t confirmed,0
The US National Institutes of Health did not recommend ivermectin to treat Covid-19 patients,0
Fact Check: Pfizer's COVID-19 Vaccine Candidate Does NOT Contain Nanoparticles Never Used Before In Vaccines; Ingredients Are NOT Lethal,0
Claim that Florida is undercounting COVID-19 deaths uses flawed comparison,0
List of unproven COVID-19 treatments debunked by health experts,0
"No, the President hasn't suspended rentals during lockdown",0
This may not be the best time to visit a hair salon – but there is no proof they have caused almost half of coronavirus deaths,0
Dr Ryan Cole Makes False Claims About COVID-19 mRNA Vaccines In Viral Video | BOOM,0
False reports claim John Cena died from Covid-19,0
COVID-19 vaccines don’t destroy T cells or weaken immune system,0
Fact Check: Can inhaling steam kill coronavirus?,0
"COVID-19 Variants Named After Greek Letters, Not Military Code | Misbar",0
Daily cancer deaths not higher than those from Covid during last 40 days – Full Fact,0
FACT-CHECK: Holding your breathe for 10 seconds without coughing DOES NOT mean you are free from COVID-19,0
Did 'The Simpsons' Predict Events of 2020 Back in 1993?,0
A claim of kids killed by COVID-19 vaccines is Pants on Fire,0
"Louisiana governor is right, there was no suggestion Mardi Gras had to be canceled",0
Philippine health experts dismiss misleading online claim that tinospora crispa plants can treat novel coronavirus,0
An Australian professor didn’t say Covid-19 vaccines aren’t vaccines – Full Fact,0
"Italy hasn’t changed its Covid-19 death toll from 130,000 to under 4,000 – Full Fact",0
"Fact Check: CDC Did NOT Document 3,848 Deaths Due To COVID Injections",0
Vladimir Putin's 2012 Visit To Cancer Centre Viral With Sputnik V Claim | BOOM,0
Trey Gowdy Said He Was 'Madder Than Hell' at Pelosi Virus Remarks?,0
There’s no evidence Covid-19 vaccines make the disease worse – Full Fact,0
China Outsources Fort Detrick Pandemic Conspiracy To Philippines,0
"The CDC did not illegally change mortality count rules, inflate Covid-19 toll",0
Doctors giving COVID-19 vaccines aren’t guilty of war crimes,0
New York pension fund does not need a federal bailout,0
Viral Photo Listing 'Release Dates' of COVID-19 Variants is Fake,0
Viral message claims Madurai doctor died one month after vaccination; Fact Check,0
"Lower flu activity this season likely due to COVID-19 restrictions, increased flu vaccination, and other factors, not to misdiagnosis of flu cases as COVID-19",0
"Claims about Russia, Covid-19 and 5G are almost all false – Full Fact",0
Has drug problem worsened under COVID-19?,0
"10,000-bed Sardar Patel COVID Care Centre in Delhi is a joint effort by multiple agencies including Central and State govt.",0
FACT-CHECK: COVID-19 vaccines were not developed to kill Africans,0
Japan has not approved ivermectin as Covid-19 treatment,0
Joe Rogan falsely says mRNA vaccines are ‘gene therapy’,0
Discredited Researcher Perpetuates COVID-19 Hoaxes In Plandemic Video | BOOM,0
"Posts mislead about coronavirus response in Canada, Japan, Germany",0
"PCR tests for COVID-19 are specific for the novel coronavirus SARS-CoV-2 and do not detect other coronaviruses, contrary to claims in viral article and video",0
"Reopening universities will almost certainly not cause 50,000 deaths – Full Fact",0
It’s Not True That 10 Of Londoners Are Infected With Omicron Variant | Misbar,0
False claim circulates on Facebook in Myanmar that chewing betel quid can prevent Covid-19 infection,0
Health authority dismisses claim Canadian child died after Covid-19 vaccination,0
Fact check: Posts on WHO's stance on vaccinating children lack context,0
Experts reject claim that supplements can counter Covid-19 vaccines,0
Video of women spitting inside houses in Rajasthan's Kota given false Muslim angle,0
South Korea does not count Covid cases in double-jabbed as 'unvaccinated infections',0
Inaccurate Covid vaccine ‘Q&A’: fact checked – Full Fact,0
VERA FILES FACT CHECK: Post on PH having ‘fewer’ COVID-19 cases vs Italy MISLEADING,0
"Experts say soap and water is preferable, but high alcohol sanitiser does work – Full Fact",0
Video in a car shares misinformation about Covid-19 vaccines – Full Fact,0
These photos show India’s annual cow dung festival in October 2019 -- weeks before the coronavirus outbreak,0
Congress didn’t give itself a raise in coronavirus stimulus,0
"No, the US Senate has not declared the novel coronavirus is 'a scam'",0
Fact check: India's COVID-19 surge not connected to vaccinations,0
"In Brazil, an Outgoing Health Minister’s Alternate COVID-19 Reality",0
FACT CHECK: South Indian actor's picture shared as doctor who succumbed to Covid-19,0
"No, Kennedy Center and PBS didn’t make COVID-19 kickbacks",0
Did Budweiser Announce Plan To Opt Out of Super Bowl Ads in 2021?,0
Current COVID-19 mortality rate does not predict the future probability of dying from the disease,0
It’s misleading to compare the effectiveness of Covid-19 vaccines and the death rate – Full Fact,0
Funeral director’s viral claims about vaccinated people not based in fact – Full Fact,0
Posts tout unproven remedies for Covid-19 vaccination side effects,0
Fact check: Dr. Dan Stock's COVID-19 vaccine claims are false,0
The Chinese donation consisted of general medical supplies to help fight COVID-19,0
"Fact Check: Over 100,000 Children Are NOT In Serious Condition From COVID-19 As Supreme Court Justice Said",0
Did 13 'Nuns' Die of COVID-19 at a US Convent?,0
Posts misrepresent CDC study on mask mandates,0
This photo actually shows victims of the 2004 Boxing Day tsunami in Thailand,0
Did Australian Stores Ban Chinese Customers Due To COVID-19? | BOOM,0
Study led by UCSF researchers didn’t study vaccinated people’s susceptibility to variants; it found vaccine breakthrough cases to be a minority of infections,0
School Textbook Lists Cure For Coronavirus? A FactCheck | BOOM,0
Old Video Of Deer On A Beach Resurfaces With COVID-19 Lockdown Spin | BOOM,0
This photo has circulated online since 2019 in reports about gun violence -- it does not relate to the coronavirus pandemic,0
Analysis | DeSantis’s effort to blame Biden for the covid surge in Florida,0
Fake CNN Report On Obese COVID-19 Patient Dying Goes Viral | BOOM,0
"Were NSW's coronavirus numbers higher than Victoria's thresholds for lifting curfew, as Scott Morrison said?",0
"No, Biden didn’t ‘fire’ more than 200 Marines",0
Coronavirus: Contact-tracing rumours debunked,0
Marijuana Kills Coronavirus? Meme Viral With False Claims,0
Fact-checking Donald Trump’s criticism of the World Health Organization,0
Fact Check: Video Does NOT Prove A Microchip Reader Used For Pets Found A Chip In A Vaccinated Woman's Arm,0
Govt Spraying Medicine in the Air to Kill COVID-19? It’s Fake!,0
No Entry Restrictions for Unvaccinated People in Kuwait | Misbar,0
"COVID-19 is at least an order of magnitude more deadly than seasonal flu, according to current estimates",0
Fact Check: Drinking alcohol can impair immunity but it won't protect you against COVID-19,0
The Hindu Article Erroneously Links Filovirus Study To Coronavirus,0
Misleading Anti-Mask ‘Study’ Claims They Don’t Prevent COVID-19,0
Child health concerns didn’t prompt new Pfizer vaccine ingredient,0
VERA FILES FACT CHECK: Netizens revive FALSE ‘Inday Sara’ statement vs LGUs on COVID-19 response,0
Pre-pandemic photo recirculates in false posts about Covid-19 outbreak linked to Hong Kong gym,0
More than 30 people are allowed to protest – Full Fact,0
Fact Check: Amitabh Bachchan visited Haji Ali dargah after recovering from Coronavirus is FALSE,0
COVID-19 related deaths are covered under PMJJBY but not under PMSBY,0
Did CDC Tell Parents To Prepare for 'Sudden Sleepover' at Schools Due to COVID-19?,0
"Image shows Brazil’s president crying, not Italy’s prime minister",0
The American Journal of Medicine didn’t recommend hydroxychloroquine as a treatment for COVID-19; scientific evidence doesn’t show hydroxychloroquine is effective against COVID-19,0
Fact check: False claim about FDA and Pfizer's first vaccine dose,0
FB post falsely claims COVID first pandemic in a century,0
Coronaviruses were known to humans decades ago. SARS-CoV-2 (COVID-19) virus is just a new type of Coronavirus,0
Was 2020 a 'Typical Year' for US Deaths Despite COVID-19?,0
Internet providers offer free internet amid coronavirus,0
Does a Photograph Show Michigan Gov. Whitmer Without a Mask?,0
David Icke makes false claim that vaccines are ‘gene therapy’ – Full Fact,0
CDC did not say shots are riskier for children than Covid-19,0
"Cuss Word Used to Tell 3rd COVID Wave’s Impact? No, Pic’s Morphed!",0
New Zealand didn’t OK euthanasia for COVID-19 patients. Voters passed a law for the terminally ill,0
Joe Rogan interview with Peter McCullough contains multiple false and unsubstantiated claims about the COVID-19 pandemic and vaccines,0
This video shows an annual Hindu ritual and has nothing to do with coronavirus,0
"COVID-19 conspiracy about Hollywood arrests, CEO exits gets an F for “Fiction”",0
PNA report on COVID-19 vaccination rollout needs context,0
No evidence rapper DMX had Covid-19 vaccine before his death – Full Fact,0
"Fact Check: COVID-19 Vaccines Are NOT Illegally Called 'Vaccines', Are Effective Against Virus And Do Slow Spread",0
Viral Image Spreads Bogus Trump Quote on COVID-19 Recovery,0
Spanish politician misidentified in posts saying soccer players should find novel coronavirus cure,0
FACT-CHECK: Hydroxychloroquine and Ivermectin NOT proven COVID-19 treatment,0
"Labeled swabs in photo are for quality control, not a sign COVID-19 tests are fixed",0
Posts misrepresent Portugal’s COVID-19 death count,0
Video doesn’t show Indigenous people in Australia protesting vaccines,0
Nunavut Has COVID-19 Cases | Misbar,0
Fact check: Claim that Trump's positive COVID-19 test result is a 'con' has no basis in fact,0
Johnson claims there are no approved COVID vaccines,0
This graphic has been doctored to include a fabricated quote from Leni Robredo,0
"Evidence shows that lockdowns implemented to tackle the spread of COVID-19 have saved lives, contrary to claims in the New York Post",0
Hospital did not fake vaccination of Anthony Hopkins,0
Does This Video Show A Series Of Landmarks In Wuhan? A Fact Check | BOOM,0
The WHO Has Not Announced Any Effective Drugs Against All COVID Variants | Misbar,0
"Italy Has Not Found The Cure For Coronavirus, Nor Is It A Bacteria",0
Does Googling Any 3-Digit Number Followed by 'New Cases' Reveal COVID-19 Conspiracy?,0
"This video of a man escaping health and police officials is from Kerala, not Telangana",0
"FIT WebQoof: No, Tata Health Didn’t Share ‘COVID Medical Kit’ List",0
A Forbes article didn't say COVID vaccines are gene therapy,0
