review,sentiment
"With a title like ""Attack of the Killer Tomatoes!"", anyone going into this thing would be expecting either a) a bad science fiction movie or b) a comedy making fun of bad science fiction movies. It's supposed to be a mix of both, with a dose of parody splashed in. Unfortunately, it falls flat very soon.You're never supposed to take this movie seriously, I realize that, but you're supposed to think it's funny, right? I found only a few of the jokes or situations were funny (i.e, the side-by-side phone conversations, the Russian Olympic spy eating steroid cereal, Superman walking by Lois, etc.). ""Attack of the Killer Tomatoes"" strives to be a cult classic, but it doesn't make it. A cult classic is a movie that is so different that only a select group of people understand it (or a similar description). ""Attack of the Killer Tomatoes"" could be enjoyed by any 8-year-old with a bad sense of humor, so therefore, it does not qualify as a cult film.There is one good actress in the entire thing: Sharon Taylor as Lois Fairchild. She is a thin, gawky reporter, but has an endearing personality, loves to overact, and is a natural comedienne. Unfortunately, she is put to bad use here.""Attack of the Killer Tomatoes"" is not as funny as, say, ""Amazon Women on the Moon"" or ""Kentucky Fried Movie"", but it does have a few hilarious moments, so I would still recommend seeing it once. Avoid the director's cut, it has interruptions by the producer of the movie and some supposedly ""lost"" footage dubbed in a pretend African dialect (it can be found in English on the out of print tape).",negative
"As someone who has read all of Baroness Orczy's books and seen most of the movies based on them, I must say that the 1980's version, with Anthony Andrews and Jane Seymour, was better than this. It was better written and stuck more to the spirit of the story than this one, which seemed to go out of its way to involve people getting shot. This new adaptation is less light-hearted, yet does not have as much depth, either. Although there is some good acting, the actors did not have much to work with. Nice costumes, though.",negative
"1 hour and 40 minutes of talking--boring talking, and more talking and then some. It is hard for me to grasp how an actress like Anne Parillaud, who shone superbly in Femme Fatale, would sign up for such a piece of crap! Unbelievable. If you need a nightcap, this movie might help, although I would prefer some nice classical music. unfortunately, i just found out that i have to write 10 lines for my comment to appear--that's almost as unbelievable! so, short and succinct one or two sentence commentaries expressing one's core take on a movie is not enough. geez, people. i made my point and don't to waste your time with more, unnecessary words--as this movie does. Wolfgang",negative
"""In Cold Blood"", adapted by director Richard Brooks from Truman Capote's famous novel, deals with the brutal and senseless murder of a family of four by a pair of hapless criminals. The film excels as a character study of the killers, particularly trigger-man Perry Smith (Robert Blake).The cast includes few recognizable names but they nevertheless bring the story to life with ease. Robert Blake and Scott Wilson are excellent together as two criminals with disparate personalities. They play off of each other effortlessly while Blake also gets plenty of opportunities to explore his character's idiosyncrasies. The rest of the cast is merely average and isn't worth remarking on.Richard Brooks received Oscar nominations for both his script and his direction. In my opinion, both were excellent, though the script does miscalculate with some ill-advised narration in the late stages. The Oscar-nominated cinematography by Conrad Hall is also top-notch, as is the editing. Also worthy of note is the jazzy score by Quincy Jones which secured the last of the film's four Oscar nominations.Unlike so many other crime films, this one doesn't glamorize violence. Brooks turns the killers into pitiable characters rather than flatly condemning them. Whether or not you agree with that sentiment the film does present an interesting alternative to the usual Hollywood approach. I recommend the film for this reason and also for the expertise with which the technical aspects are handled.",positive
"The lovely Eva Longoria Parker plays Kate, who dies after an ice angel crushes her before the ""I do's"" with fiancé Henry(Paul Rudd). After two years Henry has yet to move on and his sister Chloe(Lindsay Sloane)is very concerned. Chloe arranges for Henry to talk with an attractive psychic Ashley(Lake Bell). Ashley is to contact Kate's spirit hoping to help Henry get on with his life. When the psychic starts getting attracted to Henry, Kate's ghost appears to nip the romance in the bud. There are some funny situations; but if you've seen the trailers you have seen the substance of the film. Also in the cast: Stephen Root, Jason Biggs, William Morgan Sheppard and Wendi McLendon-Covey. I personally thought that Bell stole the show from Parker. And Biggs as usual a pain in the butt. Still this movie was over-hyped.",negative
"I have a 5 minute rule (sometimes I'll leave leway for 10). If a movie is not good in the first 5 or 10 minutes it's probably not going to ever get better. I have yet to experience any movie that has proved to contest this theory. Dan in Real Life is definitely no exception. I was watching this turkey and thought; wow, this is not funny, not touching, not sad, and I don't like any of the characters at all.The story of an advice columnist/widower raising three young daughters, who falls in love with his brothers girlfriend. I suppose the tagline would be ""advice columnist who could USE advice""? I don't know. Dans character in no way struck me as someone qualified to give advice. I guess THAT'S the irony? I don't know. He goes to see his parents, brothers, sisters and their kids at some sort of anual family retreat, which seems very sweet, and potential fodder for good comedy, story lines...none which ever emerge. The central story is basically how he loves this woman, but can't have her. Anyone with a pulse will realise that eventually he WILL get her, but you have to suffer through painfully unfunny, trite, lifetime movie network dialogue ""murderer of love"" to get to the inevitable happy ending.This is truly one of the worst movies I've ever seen.",negative
"Considering 'A Star is Born' had been made twice already by the time the 1976 film came into production, the latest remake has a freshness about it that can be attributed to the fantastic chemistry between the entire acting ensemble. A viewer could be forgiven for believing that Kris Kristofferson & Barbara Streisand were a couple off screen as well as on, with their incredible displays of pure affection towards one another.The film has been described in the past as a 'Barbara Streisand concert on film, set to a soap opera storyline' however for anyone that enjoys watching a film that takes you beyond the living room into a world where the characters seem truly alive - A Star is Born is well worth the hiring price.With its incredible soundtrack, flawless acting and touching reality in regards to human emotions and the true frailty of life; A Star is Born is a film that draws you into the world of Esther Hoffman & the love of her life John Norman Howard.A film for anyone that sees the beauty in real love - the kind that keeps you devoted to a person even as they break your heart...",positive
"Yes, this movie is a real thief. It stole some shiny Oscars from Avatar just because politicians wanted another war-hero movie to boost the acceptance (support?) for the wars U.S. is still fighting today. I do not really want to go here into politics, but come on, this is more clear than the summer sky. Hurt locker does not really have anything outstanding, no real plot at all. I really feel myself in the 50's of Hungary when the party told the people what to like and what not to like. The same propaganda movies were produced that time, only with the exception that those were black and white. Even if we consider this title a reasonable piece of the ""U.S. wars are cool"" genre, you surely have much better movies to choose from.",negative
"Sometimes it is difficult to watch films with subtitles (in this case Danish) but the watching is worth it. As the story progresses, the reasoning for the choice of two sisters, to take care of their father, is questionable but their society is different. Their choice leaves them alone until a French woman comes. There may be a question on why the French woman came to their place to stay and this is never fully developed. The feast which happens later as a result of unexpected funds from France is a source of unusual pleasure to all who attend and something they have not experienced before. It provides a fitting thank you for the kindnesses given to the guest. Filmed with a dark aura and the display of poverty, it is a beautiful experience for the viewer.",positive
"Having read many of the other reviews for this film on the IMDb there is ostensibly a consensus amongst purists that this film is nothing like the books upon which it is based. Upon this point I cannot comment, having never actually read any of the protagonists adventures previously. However, what I can say with certainty, is that it strikes me that many of the said reviewers must have surely undergone a sense of humour bypass; Let's be honest here - this film is just so much fun!OK..so I must concede the point that the film apparently is not representative of the character/s but let's put this into a clear perspective..do the same individuals who are carping on about this film also bemoan the fact that the classic 1960's Batman series does not remain faithful to the original DC comic book character? Or perhaps is there STILL unrest in same persons that the 1980 film version of Flash Gordon was too much of a departure from the original series?The point is, yes this film is incredibly camp but that's precisely its charm!Former Tarzan, Ron Ely plays the eponymous hero in this (and bears more than a passing resemblance to Gary Busey to boot!) and is backed up by a great supporting cast who all look to be having a ball with their respective roles. Also look out for a very brief but highly welcome appearance by horror movie favourite Michael Berryman.Best scene? Far too many to choose from but check out the hilarious facial expressions adopted by the waiter when Savage and his men commit the ultimate faux pas of ordering coke, lemonade and milk at a formal occasion! Also the often noted scene near the end of the film wherein Savage tackles his nemesis Captain Seas utilising various martial arts disciplines which are labelled on screen!  Priceless!Simply put, the film doesn't take itself at all seriously and is all the more fun for it. Great fun from start to finish! (and you'll be singing the John Phillip Sousa adapted theme song for days afterwards guaranteed!)",positive
"I'm sure a lot of guys will love this movie. The only woman who shows any ""balls"" (unfortunate pun regretted) is made to look, talk, and seem like a guy, the other 2 women are portrayed either as sexual objects with one thing on their mind- sex / being sexy, with sex as their only attribute and skill (Iris) - or as freaked out pretty little princesses who's neurosis negates any strength and professional authority they had before all hell broke lose (Doc). The only strength Iris has in the end is the result of some advice from a big strong man. Besides my negative gut reaction as a feminist, I have to give the camera work props- and Ethan Hawke is great in the very first scene. After that his performance loses steam. Empty entertainment for a brain that wants to take it easy. At least the film skims the subject of the duality of good/bad in the criminal mind.",negative
"Upon The Straight Story release in 1999, it was praised for being David Lynch's first film that ignored his regular themes of the macabre and the surreal. Based on a true story of one man and his journey to visit his estranged brother on a John Deere '66 mower, at first glance its an odd story for Lynch to direct. Yet as the story develops you can see some of Lynch's trademark motifs coming through.Lynch's focus on small town America and its inhabitants is still as prevalent as in his previous efforts such as Blue Velvet or Twin Peaks, but the most notable difference is that the weirdness is curbed down. The restrictions imposed means that the film has the notable accolade of being one of the few live action films that I can think of that features a G rating. Incredibly significant, this films stands as evidence that beautiful and significant family films can be produced.The Straight Story was the first feature which Lynch directed where he had no hand at writing. For many Lynch devotees this was a huge negative point. Almost universally acclaimed, the only overly negative review by James Brundage of filmcritic.com focused on this very criticism, that it wasn't a typical Lynch film. ""Lynch is struggling within the mold of a G-Rated story that isn't his own."" Brundage claims, with his protagonist Alvin Straight ""quoting lines directly from Confucious."" He argues that the story is weak and the dialogue even worse. Yet this is about the only criticism that many will read for the film. Whilst it is true that it is not Lynch in the sense of Eraserhead, Lost Highway or Mulholland Drive - all films which I also adore, The Straight Story features a different side of Lynch that is by no means terrible. If you are a Lynch fan, it is most important to separate that side of Lynch with this feature.The narrative is slow and thoughtful, which gives you a real sense of the protagonist's thoughts as he travels to his destination. Alvin constantly is reminded about his past and his relationships with his wife, children and his brother. Yet particularly significant is that there are no flashbacks, which only adds to the effect, which reminded me of my conversations with my grandparents. The conclusion arrives like watching a boat being carried down a slow meandering river and it is beautiful to watch. The natural landscapes of the US are accentuated and together with the beautiful soundtrack by Angelo Badalamenti, makes me yearn to go to America. The performances are also excellent with every actor believable in their roles and Richard Farnsworth is particularly excellent. His Oscar nomination was greatly deserved and it was a shame that he didn't win. Regardless, however it is probably the finest swan-song for any actor. So whilst The Straight Story features none of Lynch's complex narratives or trademark dialogue, the film is a fascinating character study about getting old and comes highly recommended!",positive
"This movie just arrived to Mexico and since I read very good reviews here about it I decided to go watch it with my friends and girlfriend, but i was greatly disappointed, I don't understand how people can rate it 10/10 I mean screenplay and directing were beautiful, but a great overall movie need a good story which this flick lacked altogether.I've enjoyed several dramatic Asian and European films but they had a good story, watch this movie at your own risk unless you are eastern European or orthodox i don't think you will like it.Half the people on the theater left including my 4 friends who waited outside since they were really bored so was I but I always wait till the end of the movie.Regarding the movie, it was extremely slow paced, with a lot of time wasting scenes, the full length of the story could have been shown in no more than 40 minutes, but they made it longer by having scenes of the monk getting coal that is like 15 minutes of the whole movie plus panoramic views and so on, until they made it a full length movie a really boring one.I recommend you listen to me if you still watch it come back and rate this comment as useful after wards to help people avoid this waste of money.",negative
"""Head"" is one of those films you'll have a lot of trouble convincing your friends to see, but once they do they'll fall in love with it. I don't know how many times this has happened to me. This film is just so funny and bizarre, really a deconstruction of everything the Monkees had been up to this point in their career. A lot the credit goes to Bob Rafelson who pretty much ended the Monkee's career with this film. My guess is he wanted to get out of directing the TV show and get into features, which he did in a big way after this one. Micky Dolenz is absolutely hilarious. I can't believe he didn't have a second life as a comic actor after this film. This film has a lot of great cameos and a lot of wonderful psychedelic nonsense. I feel like the reputation of this film is continuing to build and it wouldn't surprise me if it eventually becomes a full on cult classic",positive
"This was a fine example of how an interesting film can be made without using big stars and big effects. Just tell a true story about the struggles of two African American women over a turbulent century.This movie challenges us all to look at our own personal prejudices and see that people are people, not white, black, etc.Good movie with a good message.",positive
"After seeing Arthur on TV numerous times I laughed so hard Dudley Moore's role as Arthur a happy go luck drunken millionaire was hysterical but John Gielgud as his servant/ father figure Hobson was equally charming. I bought the DVD a few weeks ago and watched it, despite the passage of nearly 27 years it's still as enjoyable as it ever was Liza Minnelli's role as the love interest was fascinating the chemistry between the two was magic.Arthur Bach, (Moore) is a spoiled drunken millionaire who has a bar bill that reads like the national debt he has no desire to grow up and enjoys acting like a child. His activities are supervised by his dry English butler Hobson (Gielgud) it appears that nobody really cares about Arthur except for him, Arthur's father (Barbour) offers an ultimatum if he doesn't marry the dreadful blonde socialite Susan Johnson (Eikenberry) in four weeks he'll cut off his son's inheritance of 750 million dollars.However Arthur meets and falls in love with Linda Marolla (Minnelli)a young working class waitress and tie thief,now he faces a difficult decision marry for love or money. When Hobson dies Arthur finally grows up and breaks it off with Susan before the wedding, leaving him to keep both the money and his true love.Arthur is a truly enchanting romantic comedy for for everyone",positive
"I participate in a Filmmaker's Symposium, and this film was shown after we had already seen a not so great film and participated in a 40 minute discussion. Even though it was incredibly late and we were weary, the entire audience really enjoyed it.Personally I thought the film was hilarious in all the right spots, and I loved the quirky cast of characters. They really grow on you in the film.",positive
"This film is a huge steaming pile. I have no idea why anyone felt that the Garland/Mason version needed to be redone, nor why Striesand would have been a first choice to star.For that matter, I have no idea why our people (Gay Americans) tend largely to regard Striesand as some kind of treasure. At least in my opinion, she had peaked professionally with with Funny Girl, and Bogdanovich's What's Up Doc. Do yourself a favor and rent the Judy classic, or even the original (a fine film in its own right), but please, Please, PLEASE skip this stinkpot!",negative
I'm surprised how many people give this move less than 7 stars.But they just don't understand the movie.The story is about growing up in a difficult situation.There is a crazy grandmother who really wants the best for your grandchildren.And there's good reason why so many critics like this movie.And the reason is because they understand the movie.I feel sorry for the low scores given by some people.I wish I could just write a brief summary of a movie but IMDb requires you to write 10 lines.I frankly don't have anything else to say.,positive
"From the director of Oldboy comes this slick vampire flick. Kang-ho Song stars as a priest who is accidentally changed into a vampire while being cured of a deadly, mysterious virus. His vampirism and priesthood are quite at conflict, but he is able to survive by robbing the hospital's blood bank and unconscious patients who might not mind some siphoned blood. Because of his supposedly miraculous survival, he comes into the lives of Ha-kyun Shin's family. Shin has cancer, and his mother believes that Song can cure it. Unfortunately, Song's vampirism raises his levels of lust to a height where he can't help but fall for Shin's young wife, OK-vin Kim. Kim is intensely interested in the world of vampirism, and the two become lovers. The film from there goes in weird directions that I think one should experience for themselves. What really should be mentioned is Chan-wook Park's mastery of the medium of cinema. My God, I've rarely seen such a masterful visual artist at the peak of his powers. The major flaw of the film is that it's a little incoherent, especially near the beginning. Park is interested in telling his stories mostly in the visuals, which can be difficult to follow at times. But when it works, man, does it fly. The film is also perversely hilarious. The final sequence, easily one of the best of the decade, is simultaneously heartbreaking and delightfully ridiculous. OK-vin Kim should become a worldwide star after this film. She gives one of the best performances of the year.",positive
"This movie is not as horrible as most Sci-Fi Channel movies. I am used to seeing the gray CGI blobs and the amateurish special effects such as close-ups of fake blood that make it very obvious that the blood is strawberry syrup or some other syrup variation. However, I had thought that I had seen all the possible lows that the Sci-Fi Channel could hit. Then I saw this movie.Imagine a hand inside a rubberized sock that is glazed with syrup? Those are the main Alien Vampires in this movie. You can clearly see the fingers inside the rubbery sock puppets. A talking hand comes out of the guts of victims, and the Vampire who is on the Vampire Hunter's team can talk to these Rubber Sock puppets in Transylvanian. How did Alien Vampires learn Transylvanian? And isn't Transylvania in Romania? So shouldn't they be talking Romanian? Why would some little town have their own language? If you can suspend your gag reflex and get past the talking rubber socks with the fingers clearly moving inside the Aliens' heads; then you have to deal with the other alien vampires. There are the ""Leatherfaces"" who like to wear the faces of their victims. Then there are the just plain ugly ones that all seem to have a lot of facial scars. Then there are the annoying Valley Girls and their boyfriends who are human traitors and sneak into space colonies so that they can sabotage the Defense Systems so that these Space Vampires can attack.Finally, if you think all of the above is funny and worth a laugh, you have to deal with the third rate cast of Network TV rejects that make up this team of stereotypical angry heroes which are constantly fighting among themselves. Why does almost every Sci-Fi Channel movie have to use lead characters that are annoying, abrasive, crude, or just totally unsympathetic? I found myself hoping the talking rubber socks would win.",negative
"These were two video shot movies that Troama decided were horrible so in a desperate move turned into this one movie. Perhaps the bitterness on Troama's side helped spark the comedy, but for whatever reason this is very funny stuff with an inspired bit with ""Oliver Stone"" doing commentary during the movie. Lots of cameos, lots of use of the Lesbian Cannibal HoeDown song add to the fun. Trey Parker, Ted Raimi, Julie Strain etc etc....One of the best of recent Troama releases. Yes it's all over the place, know that going in, the production quality, or lack of, becomes one of the many running jokes. Go with it and you'll be in for a good time.The behind the scenes, frequently the best things about Troama releases are also above average this time around. I really think the anger they felt over these two lousy films helped drive them to, well not greatness, but drove them to ""fix"" this film in a way that's better than either of the films would have been as they were originally planned.",positive
"I just have to say that this was the third worst movie I have ever seen right after the attack of the murder tomato's 3 and starship troopers 2. It wasn't just dialogs or the paper walls or even the guns shots which just automagically disappeared with no holes in the walls. It was the horrible acting. No wonder that I have never seen these actors before they all probably slept with the director(s). I think i'am being nice to this movie now but that is only because i'am to tired from screaming at the movie (just saw it). My advice is to buy as many DVD's of this movie as you possibly can and burn it so no one ever can see this horrible waste of time, money and film ever again.",negative
"""Der Todesking"" is not exactly the type of film that makes you merry Jörg Buttgereit's second cult monument in a row, which is actually a lot better than the infamous ""Nekromantik"", exists of seven short episodes  one for each day of the week  revolving on unrelated people's suicides. In between these already very disturbing episodes, Buttgereit inserts truly horrifying images of a severely decomposing male corpse. The episodes aren't all equally powerful but, as a wholesome, ""Der Todesking"" is ranked quite high on the list of all-time most depressing art-house films. Particularly the episodes on Wednesday, involving a man explaining his sexual frustrations to a total stranger in the park, and the one of Sunday, focusing on a younger man molesting himself to dead, are extremely intense and devastating to observe. The added value of this film, or any other shockumenary like it, is debatable and I'm not even sure whether or not Buttgereit had any type of message to communicate here. There's the vague mentioning of an eerie chain letter that encourages its readers to commit suicide but mostly we remain uninformed about these people's motivations to end their lives so dramatically. Entirely unlike I expected, ""Der Todesking"" isn't exploitative or repulsively graphic! On the contrary actually, I never could have hoped Buttgereit would be so subtle and thoughtful regarding the portrayal of pure human misery. The Thursday episode is a perfect example of this, as it stylishly shows different viewpoints of a famous German bridge while the names, ages and occupations of persons who jumped off appear on the screen. The production values are inescapably poor and the editing often lacks professionalism, but this isn't what really counts in this type of cinema. The subject matter is strong and forcing us to contemplate about the less cheerful  but also indispensable  aspects of life. GREAT use of tragic music, too!",positive
"Is nothing else on TV? Are you really bored? Well, then watch Phat Beach. However, don't rent it and definitely DO NOT buy it. That would be a big mistake.I watched this on TV and found myself laughing at certain points. I did not laugh long and I did not laugh hard. However, there were subtle jokes and comments I laughed at. If you are looking for an extremely funny ""hood"" movie then watch Friday. If you are looking for a powerful emotional movie (something that this movie tries at..kind of) watch something like hoop dreams or Jason's Lyric. If you are lookin for some good black ""booty"" go watch a Dominique Simone porn flick, because the nudity in this movie is nearly non-existent. However, if you have nothing better to do and this is on cable, go ahead and watch it. You will be slightly amused.***3 out of 10***",negative
"I felt that this movie had a lot of heart and must have been a labor of love for Eleanor Bergstein. The primary actors (Campbell Scott, Jennifer Beals, Yancy Butler, James Goodwin III, Patrick Stewart, and Leslie Caron) were very well selected and played their parts with excellence. It was a very uplifting movie that I wish was available on tape or DVD. A rare gem.",positive
"This movie stars Ben Kingsley as Frank, a hit man for some Russian mobsters based out of Buffalo. He is also a raging alcoholic, and this has caused his job performance to decline. After he falls asleep in his car during a would-be hit, his mob boss uncle sends him to San Francisco, where he is to attend AA meetings and get a job as a mortician's assistant. If you're thinking that this makes absolutely no sense, you're not alone.It gets worse. Well, it actually gets better, but not before getting much, much worse. Frank suddenly becomes a master mortician in spite of a complete lack of training, but his reactions with the people in the funeral home and the AA meetings are interesting. The viewer starts to root for him as they notice positive changes in his life. Luke Wilson is a welcome addition as Frank's sponsor, although he is given almost nothing to do (his character does tell us he is gay, but this ends up having no significance whatsoever). The movie plunges headlong into idiocy with the introduction of the Tea Leoni character. She is completely unrealistic, and her role as a love interest to Frank flounders, as the two actors have no chemistry together. Around the time she comes into the picture, Frank becomes much less engrossing as a character. His characterization is seemingly random; there is no consistency in his behavior. The comedy is low-key and only intermittently funny, especially disappointing considering the comedic pedigree of the cast.Problems abound in this one. Kingsley's accent is terrible and inconsistent. It alternates between Italian, Russian, and Hispanic. Throughout the course of the movie, Frank tells numerous people he is a hit man (including an entire AA group), but nobody seems to care, or wants to do anything about it. The movie relies on cliché scenes to carry it through its final act, most notably when Leoni's insufferable character chases Frank down at the airport, just when he is about to board a flight back to Buffalo.Though it has a strong premise and an interesting first half-hour, the movie quickly becomes a total disaster and devolves into complete nonsense. At the end of the film, Frank celebrates one year of sobriety. I hope to celebrate many, many years of not having seen ""You Kill Me"". My Grade: D+",negative
"John Cassavette's decided as his first film, obviously as one shot on a shoestring in New York, to not even have a script with dialog, and delivers a 1959 feature equivalent of Larry David's Curb Your Enthusiasm- all the actors know what to do and say and even have the right look in their eyes when they talk. In other words, it's one of the most realistic looks at the beat generation, jazzed sweetly in it's score and telling a tale of racial tensions. A group of black siblings are the center-point, with one trying to get better gigs than the average strip-club, and has a sister, much more light-skinned than him, who gets entwined with a white man in a relationship, which shatters both sides. The film, however, isn't exclusively about that; Cassavettes likes to have his characters wander around New York City (which not many films did in 1959/1960) and his style of storytelling is like that of the improvisational jazz artists of the day. Dated, to be sure, but worth a glance for film buffs; Martin Scorsese named this as one of his heaviest influences.",positive
"I can see the guys doing the budget preparation for this flick. ""Well lets see now, we spend 50% getting Dirk Benidict, cause Battle Star Galactic and the A-Team were cool. The we spend 40% making a Demon Costume, never mind that the Demon is supposed to be incorporeal in the script. And we spend the rest making the movie."" This was pretty bad and VERY cliche.... Have a loved one present when watching (or bring a good book)",negative
"Written and acted by sincere amateurs, produced by some exploitation monger, this is dull and hard to watch.Not the worst movie ever, but at least schlock like _Plan 9 From Outer Space_ usually had a real actor or two. I'd recommend _A Thief In The Night_ only to hardcore ironists and hardcore Dispensationalists. I'm neither.Don't believe me? Watch it for free (albeit sourced from poor VHS) here: http://www.archive.org/details/Thief-In-The-NightRelevant links added mostly to reach IMDb's 10-line minimum: http://en.wikipedia.org/wiki/Dispensationalism http://www.dvdtalk.com/reviews/3199/thief-in-the-night-se-a/",negative
"Why this worthless piece of French cinema has garnered any sort of attention, other than negative, is beyond me.Don't bother renting this one. It shouldn't have even come into this country.",negative
"""Bedknobs and Broomsticks"" is a magical adventure film with a certain charm, despite not being one of the best Disney works. It has a generally good story, nice songs, great characters, good actors, magical and delightful special effects, good settings and lovely landscapes of England.It also combines very well live-action and animation. The animation itself is, of course, pretty good. The animation resembles very much that of the 1973 animated film ""Robin Hood"" and the same can be said about the animated characters: there are plenty of wild animals such as bears, elephants, hippos, lions, crocodiles and others like in ""Robin Hood"". Besides, the King (a lion) seems to be a mix of Prince John and King Richard, not to mention that the bear does look like Little John.This movie is often compared to ""Mary Poppins"" with a reason. Both combine live-action and animation with a similar artwork. Both have similar settings in London. Both have their own magic and a magical woman. The kids (Carrie, Charlie and cute little Paul) are a bit like the Banks children. Both movies were directed by Robert Stevenson and both cast David Tomlinson. However, instead of a very serious man like George Banks, David Tomlinson plays a merrier and magical man - Professor Emelius Browne. With its magic, this movie has also some slight but significant similarities to Harry Potter's stories.The majority of the songs are good. ""The Age of Not Believing"" and ""The Beautiful Briny Sea"" are the very best. ""Portobello Road"" is nice too.David Tomlinson is great in this film once again. Angela Lansbury is great as Miss Price and the 3 kid actors are all fine too: Cindy O'Callaghan as Carrie, Ian Weighill as Charlie (a boy in «the age of not believing») and Roy Snart as the youngest brother Paul.I like the black cat. It's pretty cool. It looks a bit like Salem, the black cat from the TV series ""Sabrina, the teenage witch"". I find cute whenever one of the movie's characters is transformed into a white rabbit. Rabbits are really cute, fluffy and adorable animals. I just love them! Even funnier is whenever Professor Emelius Browne is transformed into a white rabbit because, when he's transformed in human again, he shakes his nose like a rabbit. It's really hilarious, combined with his comical figure and that mustache.Overall, this is an okay movie, but its ending is quite bad. The first minutes of the movie are nothing special, but then it improves a lot. The ending, however, is weak. That's my major criticism about it, in great part because the animated knights thing is a little too much for me and also due to the war feeling.",positive
"I thought this film would be a lot better then it was. It sounded like a spoof off of the spy gener, and the start of it reminded me of Pleasantvil, but this film came up short.The plot is just to ridiculous. The KGB and Soviet Union in Russia have started up a spy school to teach their spies' how to act like Americans, but the town they set up in it for training is a bit dated, so they grab two yanks from the US to spice things up. I don't know, but this seems just to out there. It gets really odd when next to no one in this all Russian town speaks in a Russian accent. Someone screwed up in the casting job.Also, for a comedy this is painfully dry. There is one, two funny spots tops, and they are nothing to sing and dance about. The film in the end will likely put you to sleep.And, as a twisted punch in the face, this film is so pro the US it makes me sick. The movie keeps on saying again and again, the US is God and Russia is the devil. This is the kind of smear campaign that was done against the Japanese in World War 2. It's films like these that makes everyone think that the US is full of itself.This gets a 4 out of 10, and I'm being kind. It should really get a one, but the dance scene was funny, but then again it dragged far to long to be really funny.",negative
"First off, Mexican Werewolf in Texas' title is misleading as many others have pointed out. It is actually about El Chupacabra, which is a similar creature to a werewolf, but by no means the same.The production and editing just plain suck. When it was over, I probably wouldn't be able to give a very accurate description of what exactly the Chupacabra looked like, for whenever it was in a scene(despite one or two exceptions) the camera turned all shaky and you could only see the monster's face clearly. The special effects were laughably bad, but that has to be expected from a low budget horror movie.Along with the terrible production comes the bad actors. Now a couple give fairly plausible performances(Erika Fay and Martine Hughes), but then there were the bad actors(everybody else), who seemed to have no emotions whatsoever when people died. Then there's the absolutely terrible actor(Sara Erikson), who gives one of the 2 worst performances I've ever seen in a movie. I mean my god, she was indescribably bad.The plot was very simple. Basically, a Chupacabra is in a small Texan town killing off local residents and a group of teens look to stop it. However, even with the plot being this simple, a few plot holes managed to leak through.Anyways, horrible movie. However, if you are looking for a movie to make fun of and laugh at with your friends one night, this would be a pretty good one. My friends and I had a good time watching this. Probably the 2nd worst movie I've ever seen, 1/10. Awful.",negative
"In my opinion this has to be one of Barbara Stanwyck's best performances. She was one of only a handful of actors, then and now, who could say more with a single look than an entire page of dialogue. And I was lucky enough to see the original and uncensored movie, with the extra 4 minutes of additional footage. Too bad the movie is so short. Lily is a young woman barely holding it together working for her father in his illegal speakeasy. Her only link to anything is her good friend, Chico, played wonderfully by Theresa Harris. Though Chico is African American (and having a white woman be best friends with a black woman back in the 30s was as controversial as the subject matter of this movie), and Lily is not, they have a special bond. And it is not sexual. Just 2 women stuck, or shoved, into a situation beyond their control. After Lily's father dies, and she does not know what she will do, she is told that she has the power to get out and to get what she wants. Yes, it's immoral, but that's the entire point of this movie. Then ""they"" had to go and ruin the last few minutes. So, up until the last few minutes of the movie, it's a superb film and worth watching. The ""lesson"" of the movie is still as valid today as it was back then, and I'm sure will be a 100 years from now. Women, it's awful what Lily does in order to get what she wants, but it works. Men, take note.",positive
